Book|Chapter|Verse|Targum|Samaritan
5|1|7|אתפנו וטלו לוכון ואתו טור אמראה ולכל משרויו בבקעתה בטורה ובשפילתה בדרומה ובחוף ימה ארע כנענאה ולבנונה עד נהרה רבה נהר פרת|פנו וסעו לכם ובאו הר האמרי ואל כל שכינו בערבה בהר ובשפלה בנגב ובחוף הים ארץ הכנעני והלבנון עד הנהר הגדול נהר פרת
5|1|8|חזו יהבת לקדמיכון ית ארעה עלו ורתו ית ארעה דאשתבעת לאבהתכון לאברהם ליצחק וליעקב למתן לזרעון בתרון|ראו נתתי לפניכם את הארץ באו ורשו את הארץ אשר נשבעתי לאבתיכם לאברהם ליצחק וליעקב לתת לזרעם אחריהם
5|1|9|ואמרת לוכון בזבנתה ההיא למימר לא אכל לודי סבל יתכון|ואמר אליכם בעת ההיא לאמר לא אוכל לבדי שאת אתכם
5|1|10|יהוה אלהכון סגה יתכון ואתון יומן ככוכבי שומיה לסגי|יהוה אלהיכם הרבה אתכם והנכם היום ככוכבי השמים לרב
5|1|11|יהוה אלהי אבהתכון יוזף עליכון כבתכון אלף זבנים ויברך יתכון כמד מלל לכון|יהוה אלהי אבתיכם יסף עליכם ככם אלף פעמים ויברך אתכם כאשר דבר לכם
5|1|12|איך אסבל לודי טרחיכון טפשיכון ותיגרניכון|איכה אשא לבדי טרחכם משאכם וריבכם
5|1|13|אנדו לכון גברים חכימים ונעירים וידעים לשבטיכון ואשבינון בראשיכון|הבו לכם אנשים חכמים ונבונים וידעים לשבטיכם ואשימם בראשיכם
5|1|14|ואגיבתון יתי ואמרתון טב ממללה דמללת למעבד|ותענו אתי ותאמרו טוב הדבר אשר דברת לעשות
5|1|15|ואנסבת ית ראשי שבטיכון גברים חכמים וידעים ויהבת יתון ראשים עליכון רבני אלפים ורבני מואן רבני חמשים ורבני עסרבן וספרים לשבטיכון|ואקח את ראשי שבטיכם אנשים חכמים וידעים ואתן אתם ראשים עליכם שרי אלפים ושרי מאות שרי חמשים ושרי עשרות ושטרים לשבטיכם
5|1|16|ופקדת ית דיאניכון בזבנתה ההיא למימר שמעו בין אחיכון ותדונון קשט בין אנש ובין אחיו ובין גיורה|ואצוה את שפטיכם בעת ההיא לאמר שמעו בין אחיכם ושפטתם צדק בין איש ובין אחיו ובין גרו
5|1|17|לא תכרון אפים בדין כזעורה כרבה תשמעון לא תבהתון מקדם אנש הלא פשרונה לאלהים הוא וממללה דיקשה מנכון תקרבון לידי ואשמענה|לא תכירו פנים במשפט כקטן כגדול תשמעון לא תגורו מפני איש כי המשפט לאלהים הוא והדבר אשר יקשה מכם תקריבון אלי ושמעתיו
5|1|18|ופקדת יתכון בזבנתה ההיא ית כל ממלליה דתעבדון|ואצוה אתכם בעת ההיא את כל הדברים אשר תעשון
5|1|19|ונטלנן מן חורב ואלכנן ית כל מדברה רבה ונוראה ההוא דחזיתון אורע טור אמראה כמד פקד יהוה אלהנן יתנן ואתינן עד קדש ברנע|ונסעה מחורב ונלכה את כל המדבר הגדול והנורא ההוא אשר ראיתם דרך הר האמרי כאשר צוה יהוה אלהינו אתנו ונבוא עד קדש ברנע
5|1|20|ואמרת לוכון אתיכון עד טור אמראה דיהוה אלהנן יהב לנן|ואמר אליכם באתם עד הר האמרי אשר יהוה אלהינו נתן לנו
5|1|21|חזי יהב יהוה אלהך לקדמיך ית ארעה סק רת כמד מלל יהוה אלהי אבהתך לך אל תדחל ואל תשתפל|ראה נתן יהוה אלהיך לפניך את הארץ עלה רש כאשר דבר יהוה אלהי אבתיך לך אל תירא ואל תחת
5|1|22|וקרבתון לידי כלוכון ואמרתון נשלח גברים לקדמינן ויגשון לנן ית ארעה ויעזרון יתנן ממלל ית אורעה דנסק בה וית קריאתה דניעל עליין|ותקרבון אלי כלכם ותאמרו נשלחה אנשים לפנינו ויחפדו לנו את הארץ וישיבו אתנו דבר את הדרך אשר נעלה בה ואת הערים אשר נבוא עליהן
5|1|23|וטב בעיני ממללה ואנסבת מנוכון תריעסר גברים גבר אחד לשבט|וייטב בעיני הדבר ואקח מכם שנים עשר אנשים איש אחד לשבט
5|1|24|ואתפנו וסלקו לטברה ואתו עד נחל אנכלה ויללו יתה|ויפנו ויעלו ההרה ויבאו עד נחל אשכול וירגלו אתה
5|1|25|ונסבו באדון מפרי ארעה ואעתו לידנן ועזרו יתן ממלל ואמרו טבה ארעה דיהוה אלהנן יהב לנן|ויקחו בידם מפרי הארץ ויורידו אלינו וישיבו אתנו דבר ויאמרו טובה הארץ אשר יהוה אלהינו נתן לנו
5|1|26|ולא אתרחיתון למסק ואמריתון ית מימר יהוה אלהכון|ולא אביתם לעלות ותמרו את פי יהוה אלהיכם
5|1|27|ותשתשכון במשכניכון ואמרתון בסנת יהוה יתנן אפקנן מן ארע מצרים למתן יתנן באד אמראה למשיצעתן|ותרגנו באהליכם ותאמרו בשנאת יהוה אתנו הוציאנו מארץ מצרים לתת אתנו ביד האמרי להשמידנו
5|1|28|אהן אנחנן סלקים ואחינן תברו ית לבנן למימר עם רב וסגי מנן קריאן רברבן ותלילן בחללה ואף בני ענקים חזינן תמן|אנה אנחנו עלים ואחינו המיסו את לבבנו לאמר עם גדול ורב ממנו ערים גדלות ובצרות בשמים וגם בני ענקים ראינו שם
5|1|29|ואמרת לכון לא תצטדון ולא תדחלון מנון|ואמר אליכם לא תערצון ולא תיראון מהם
5|1|30|יהוה אלהכון האזל לקדמיכון הוא יגחי לכון ככל דעבד עמכון במצרים לעיניכון|יהוה אלהיכם ההלך לפניכם הוא ילחם לכם ככל אשר עשה אתכם במצרים לעיניכם
5|1|31|ובמדברה דחזית דסבלך יהוה אלהך כמד יסבל אנש ית ברה בכל אורעה דאלכתון עד מיעלכון עד אתרה הדן|ובמדבר אשר ראית אשר נשאך יהוה אלהיך כאשר ישא איש את בנו בכל הדרך אשר הלכתם עד באכם עד המקום הזה
5|1|32|ובממללה הדן ליתכון מהימנים ביהוה אלהכון|ובדבר הזה אינכם מאמנים ביהוה אלהיכם
5|1|33|האזל לקדמיכון באורעה למגש לכון אתר למשרהתכון באש לילי למחזהתכון באורעה דתהכון בה ובעננה אימם|ההלך לפניכם בדרך לתור לכם מקום להחנותכם באש לילה להראותכם בדרך אשר תלכו בה ובענן יומם
5|1|34|ושמע יהוה ית קל מליכון ורגז ואשתבע למימר|וישמע יהוה את קול דבריכם ויקצף וישבע לאמר
5|1|35|אם יחזי גבר באנשיה אהלין דרה בישה הדן ית ארעה טבתה דאשתבעת לאבהתכון|אם יראה איש באנשים האלה הדור הרע הזה את הארץ הטובה אשר נשבעתי לאבתיכם
5|1|36|בלוד כלב בר יפנה הוא יחזינה ולה אתן ית ארעה דדרך בה ולבניו גזוי הלא מלא בתר יהוה|זולתי כלב בן יפנה הוא יראנה ולו אתן את הארץ אשר דרך בה ולבניו יען כי מלא אחרי יהוה
5|1|37|אף בי אתרגז יהוה בגללכון למימר אף אתה לא תיעל לתמן|גם בי התאנף יהוה בגללכם לאמר גם אתה לא תבוא שמה
5|1|38|יהושע בר נון דקעם לקדמיך הוא ייעל לתמן יתה תקף הלא הוא יסחננה ית ישראל|יהושע בן נון העמד לפניך הוא יבוא שמה אתו אחזיק כי הוא ינחלנה את ישראל
5|1|39|וטפלכון דאמרתון לבזה יהי ובניכון אנון ייעלון לתמן ולהון אתננה ואנון יירתוה|וטפכם אשר אמרתם לבוז יהיה ובניכם הם יבאו שם ולהם אתננה והם יירשוה
5|1|40|ואתון אתפנו וטלו לכון למדברה אורע ים סוף|ואתם פנו וסעו לכם המדברה דרך ים סוף
5|1|41|ותגיבון ותימרון לי חטינן ליהוה אלהנן אנחנן נסע ונגחי ככל דפקדנן יהוה אלהנן ואתגבר גבר ית מאני קרבה והויתון למסק לטברה|ותענו ותאמרו אלי חטאנו ליהוה אלהינו אנחנו נעלה ונלחמנו ככל אשר צונו יהוה אלהינו ותחגרו איש את כלי מלחמתו ותהיינו לעלות ההרה
5|1|42|ואמר יהוה לי אמר לון לא תסקון ולא תגחון הלא לית אנה בגבכון ולא תנגפון לקדם דבביכון|ויאמר יהוה אלי אמר להם לא תעלו ולא תלחמו כי אינני בקרבכם ולא תנגפו לפני איביכם
5|1|43|ואמלל עמכון ולא שמעתון ואמריתון ית מימר יהוה אלהכון ועצפתון וסלקתון לטברה|ואדברה אליכם ולא שמעתם ותמרו את פי יהוה אלהיכם ותזידו ותעלו ההרה
5|1|44|ונפק עמלקאה וכנענאה דדאר בטברה ההוא לזימונכון ורדפו יתכון כמד יעבדן דבריה ומעו יתכון בגבלה עד חרמה|ויצא העמלקי והכנעני הישב בהר ההוא לקראתכם וירדפו אתכם כאשר תעשינה הדברים ויכתו אתכם בשעיר עד חרמה
5|1|45|ועזרתון ובכיתון לקדם יהוה ולא שמע יהוה בקלכון ולא אצית לידכון|ותשבו ותבכו לפני יהוה ולא שמע יהוה בקולכם ולא האזין אליכם
5|1|46|ויתבתון בקדש יומים סגים כיומיה דיתבתון|ותשבו בקדש ימים רבים כימים אשר ישבתם
5|2|1|ואתפנינן ונטלנן למדברה אורע ים סוף כמד מלל יהוה לי וסהרנן ית טור גבלה יומים סגים|ונפנה ונסעה המדברה דרך ים סוף כאשר דבר יהוה אלי ונסב את הר שעיר ימים רבים
5|2|2|ואמר יהוה לי למימר|ויאמר יהוה אלי לאמר
5|2|3|סגי לכון סאר ית טורה הדן אתפנו לכון צפונה|רב לכם סוב את ההר הזה פנו לכם צפונה
5|2|4|וית עמה פקד למימר אתון עברים בתחום אחיכון בני עשו דדארים בגבלה וידחלון מנכון ותשתמרון שריר|ואת העם צוי לאמר אתם עברים בגבול אחיכם בני עשו הישבים בשעיר וייראו מכם ונשמרתם מאד
5|2|5|אל תתרברבון בהון הלא לא אתן לכון מן ארעון ירתה עד מדרס כף רגל הלא ירתה לעשו יהבת ית טור גבלה|אל תתגרו בם כי לא אתן לכם מארצם ירשה עד מדרך כף רגל כי ירשה לעשו נתתי את הר שעיר
5|2|6|מזון תמירון מנון בכסף ותיכלון ואף מים תזבנון מנון בכסף ותשתון|אכל תשברו מאתם בכסף ואכלתם וגם מים תכירו מאתם בכסף ושתיתם
5|2|7|הלא יהוה אלהך ברכך בכל עובד אדיך חכם אלכתך ית מדברה רבה הדן דן ארבעים שנה יהוה אלהך עמך לא חסרת ממלל ושלחת שלחים ליד מלך אדום למימר אעבר בארעך לא אהך בחקל ובכרם ולא נשתה מי בור אורע מלכה נהך לא נסטי ימין וסמאל עד דנעבר תחומך ואמר לא תעבר בן דלא בחרבה אפק לזימונך|כי יהוה אלהיך ברכך בכל מעשה ידיך ידע לכתך את המדבר הגדול הזה זה ארבעים שנה יהוה אלהיך עמך לא חסרת דבר ואשלחה מלאכים אל מלך אדום לאמר אעברה בארצך לא אטה בשדה ובכרם ולא נשתה מי בור דרך המלך נלך לא נסור ימין ושמאל עד אשר נעבר גבולך ויאמר לא תעבר בי פן בחרב אצא לקראתך
5|2|8|ועברנן מקדם אחינו ברי עשו דדארים בגבלה מן אורע בקעתה מן אילת ומן עציון גבר ואפנינן ועברנן אורח מדבר מואב|ונעברה מאת אחינו בני עשו הישבים בשעיר מדרך הערבה מאילת ומעציונ גבר ונפנה ונעברה דרך מדבר מואב
5|2|9|ואמר יהוה לי אל תיצור ית מואב ואל תתרברב בה הלא לא אתן לך מן אורעו ירתה הלא לברי לוט יהבת ית ער ירתה|ויאמר יהוה אלי אל תצור את מואב ואל תתגר בו כי לא אתן לך מארצו ירשה כי לבני לוט נתתי את ער ירשה
5|2|10|אימאי לקדם ידערו בה עמה רב וסגי ורם כענקים|האימים לפנים ישבו בה עם גדול ורב ורם כענקים
5|2|11|ומואבאי יזעקון להון אימאי|והמואבים יקראו להם אימים
5|2|12|ובגבלה דערו חראי לקדם ובני עשו יירתונון ושוציון יהוה מקדמיון ויירתונון ודערו אתריון כמד עבד ישראל לארע ירשתה דיהב יהוה להון|ובשעיר ישבו החרי לפנים ובני עשו יירשום וישמדם יהוה מפניהם ויירשום וישבו תחתיהם כאשר עשה ישראל לארץ ירשתו אשר נתן יהוה להם
5|2|13|וכדו קומו טלו ועברו לכון ית נחל זרד ועברנן ית נחל זרד|ועתה קומו סעו ועברו לכם את נחל זרד ונעברה את נחל זרד
5|2|14|ויומיה דאלכנן מקדש ברנע עד דעברנן ית נחל זרד תלתים ותמני שנה עד שלם כל דרה גברי קרבה מבגו משריתה כמד אשתבע יהוה להון|והימים אשר הלכנו מקדש ברנע עד אשר עברנו את נחל זרד שלשים ושמנה שנה עד תם כל הדור אנשי המלחמה מקרב המחנה כאשר נשבע יהוה להם
5|2|15|ואף אד יהוה הות בהון למלעלתון מבגו משריתה עד שלמו|וגם יד יהוה היתה בם להמם מקרב המחנה עד תמם
5|2|16|והוה כמד שלמו כל גברי קרבה לממות מבגו עמה|ויהי כאשר תמו כל אנשי המלחמה למות מקרב העם
5|2|17|ואמר יהוה לי למימר|ויאמר יהוה אלי לאמר
5|2|18|אתה עבר יומן ית תחום מואב ית ארשה|אתה עבר היום את גבול מואב את ער
5|2|19|ותקרב קבל בני עמון אל תיצרנון ואל תתרברב בון הלא לא אתן מן ארע בני עמון לך ירתה הלא לבני לוט יהבתה ירתה|וקרבת מול בני עמון אל תצורם ואל תתגר בם כי לא אתן מארץ בני עמון לך ירשה כי לבני לוט נתתיה ירשה
5|2|20|ארע גיבריה תתחשב אף הי גיברים דערו בה לקדם ועמונאי יזעקון להון זמזמים|ארץ רפאים תחשב אף היא רפאים ישבו בה לפנים והעמונים יקראו להם זמזמים
5|2|21|עם רב וסגי ורם כענקאי ושוצינון יהוה מקדמיון וירתונון ודערו אתריון|עם גדול ורב ורם כענקים וישמדם יהוה מפניהם ויירשום וישבו תחתיהם
5|2|22|כמד עבד לבני עשו דדארים בגבלה דשוצו ית חראי מקדמיון וירתונון ודערו אתריון עד יומה הדן|כאשר עשה לבני עשו הישבים בשעיר אשר השמיד את החרי מפניהם ויירשום וישבו תחתיהם עד היום הזה
5|2|23|ועואי דדארים בדיריה עד עזה כפתראי דנפקו מכפתר שוצונון ודערו אתריון|והעוים הישבים בחצרים עד עזה כפתרים היוצאים מכפתר השמידם וישבו תחתם
5|2|24|קומו טלו ועברו ית נחל ארנן חזי יהבת באדך ית סיחון מלך חשבון אמראה וית ארעה שרי רת וסדר בה קרבה|קומו סעו ועברו את נחל ארנן ראה נתתי בידך את סיחון מלך חשבון האמרי ואת ארצו החל רש והתגר בו מלחמה
5|2|25|יומה הדן שרי יהב אימתך ודחלתך על אפי עממאי תחת כל שומיה דישמעון ית שמעך וימרעון ויתלחלון מקדמיך|היום הזה החל תת פחדך ויראתך על פני העמים תחת כל השמים אשר ישמעו את שמעך ורגזו וחלו מפניך
5|2|26|ושלחת שליחים ממדבר קדמות ליד סיחון מלך חשבון מלי שלם למימר|ואשלחה מלאכים ממדבר קדמות אל סיחון מלך חשבון דברי שלום לאמר
5|2|27|אעבר בארעך באורעה באורעה אהך לא אסטי ימין וסמאל|אעברה בארצך בדרך בדרך אלך לא אסור ימין ושמאל
5|2|28|מזון בכסף תמירני ואיכל ומים בכסף תתן לי ואשתי לוד אעבר ברגלי|אכל בכסף תשבירני ואכלתי ומים בכסף תתן לי ושתיתי רק אעברה ברגלי
5|2|29|כמד עבדו לי בני עשו דדארים בגבלה ומואבאי דדארים בארשה עד דאעבר ית ירדנה לארעה דיהוה אלהנן יהב לנן|כאשר עשו לי בני עשו הישבים בשעיר והמואבים הישבים בער עד אשר אעברה את הירדן אל הארץ אשר יהוה אלהינו נתן לנו
5|2|30|ולא אתרחי סיחון מלך חשבון מעברנן בה הלא הקשה יהוה אלהיך ית רוחה ועיץ ית לבה לבדיל מתננה באדך כיומה הדן|ולא אבה סיחון מלך חשבון העבירנו בו כי הקשה יהוה אלהיך את רוחו ואמץ את לבבו למען תתו בידך כיום הזה
5|2|31|ואמר יהוה לי חזי שרית יהב לקדמיך ית סיחון מלך חשבון אמראה וית ארעה שרי רת למירת ית ארעה|ויאמר יהוה אלי ראה החלתי תת לפניך את סיחון מלך חשבון האמרי ואת ארצו החל רש לרשת את ארצו
5|2|32|ונפק סיחון לזימונן הוא וכל עמה לקרבה יחצה|ויצא סיחון לקראתנו הוא וכל עמו למלחמה יחצה
5|2|33|ויהבה יהוה אלהנן לקדמינן וקטלנתה יתה וית בניו וית כל עמה|ויתנהו יהוה אלהינו לפנינו ונכה אתו ואת בניו ואת כל עמו
5|2|34|וכבשנן ית כל קריו בזבנתה ההיא וחרמנן ית כל קריו משלם נשיה וטפלה לא שיארנן שיור|ונלכדה את כל עריו בעת ההיא ונחרימה את כל עריו מתם הנשים והטף לא השאירנו שריד
5|2|35|לוד בהמהתה אבזזנן לנן ואנחית קריאתה דכבשנן|רק הבהמה בזזנו לנו ושלל הערים אשר לכדנו
5|2|36|מן ערער דעל ספת נחל ארנן וקרתה דבנחלה ועד גלעדה לא הות קריה דשלפת מנן ית כלה יהב יהוה אלהנן באדנן|מערער אשר על שפת נחל ארנן והעיר אשר בנחל ועד הגלעד לא היתה קריה אשר שגבה ממנו את הכל נתן יהוה אלהינו בידנו
5|2|37|לוד לארע בני עמון לא קרבת כל אד נחל יבקה וקורי טברה וכל דפקדן יהוה אלהנן|רק אל ארץ בני עמון לא קרבת כל יד נחל היבק וערי ההר וכל אשר צונו יהוה אלהינו
5|3|1|ואתפנינן וסלקנן אורע בתנינה ונפק עוג מלך בתנינה לזימונן הוא וכל עמה לקרבה אדרעי|ונפנה ונעלה דרך הבשן ויצא עוג מלך הבשן לקראתנו הוא וכל עמו למלחמה אדרעי
5|3|2|ואמר יהוה לי אל תדחל מנה הלא באדך יהבת יתה וית כל עמה וית ארעה ותעבד לה כמד עבדת לסיחון מלך אמראה דדאר בחשבון|ויאמר יהוה אלי אל תירא אתו כי בידך נתתי אתו ואת כל עמו ואת ארצו ועשית לו כאשר עשית לסיחון מלך האמרי אשר ישב בחשבון
5|3|3|ויהב יהוה אלהנן באדנן אף ית עוג מלך בתנינה וית כל עמה וקטלנתה עד דלא אשתיר לה שיור|ויתן יהוה אלהינו בידנו גם את עוג מלך הבשן ואת כל עמו ונכנו עד בלתי השאיר לו שריד
5|3|4|וכבשנן ית כל קריו בזבנתה ההי לא הות קריה דלא נסבנן מן עמון שתים קריה כל תחום ריגובה ממלכת עוג בבתנינה|ונלכדה את כל עריו בעת ההיא לא היתה קריה אשר לא לקחנו מאתם ששים עיר כל חבל הארגב ממלכות עוג בבשן
5|3|5|כל אלין קריאן תלילן שור ראם דרשים ודנגר לבר מקורי פרזאה אסגה שריר|כל אלה ערים בצרות חומה גבחה דלתים ובריח לבד מערי הפרזי הרבה מאד
5|3|6|וחרמנן יתון כמד עבדנן לסיחון מלך חשבון חרמנן כל קריה משלם נשיה וטפלה|ונחרימה אתם כאשר עשינו לסיחון מלך חשבון החרים כל עיר מתם הנשים והטף
5|3|7|וכל בהמהתה ואנחית קריאתה בזזנן לנן|וכל הבהמה ושלל הערים בזזנו לנו
5|3|8|ונסבנן בזבנתה ההיא ית ארעה מן אד תרי מלכי אמראה דבעבר ירדנה מנחל ארנן ועד טור חרמון|ונקח בעת ההיא את הארץ מיד שני מלכי האמרי אשר בעבר הירדן מנחל ארנן ועד הר חרמון
5|3|9|צידנאי יזעקון לחרמון שרין ואמראי יזעקון לה משעבדה|צידנים יקראו לחרמון שרין והאמרי יקראו לו שניר
5|3|10|כל קרי מישורה וכל גלעדה וכל בתנינה עד סלכה ואדרעי קרי ממלכת עוג בבתנינה|כל ערי המישור וכל הגלעד וכל הבשן עד סלכה ואדרעי ערי ממלכת עוג בבשן
5|3|11|הלא לוד עוג מלך בתנינה אשתיר מיתר גיבריה אה ערסה ערס ברזל הלא היא רבת בני עמון אשעת אמין ארכה וארבעת אמין אפתחה באמתה דאישה|כי רק עוג מלך הבשן נשאר מיתר הרפאים הנה ערשו ערש ברזל הלוא היא ברבת בני עמון תשע אמות ארכה וארבע אמות רחבה באמת איש
5|3|12|וית ארעה הדה ירתנן בזבנתה ההיא מן ערער דעל ספת נחל ארנן ופלגות טור גלעדה וקריו יהבת לראובנאה ולגדאה|ואת הארץ הזאת ירשנו בעת ההיא מערער אשר על שפת נחל ארנן וחצי הר הגלעד ועריו נתתי לראובני ולגדי
5|3|13|ויתר גלעדאה וכל בתנין ממלכת עוג יהבת לפלגות שבט מנשאה כל תחום ריגובה לכל בתנין ההוא יתקרא ארע גיבריה|ויתר הגלעד וכל הבשן ממלכת עוג נתתי לחצי שבט המנשה כל חבל הארגב לכל הבשן ההוא יקרא ארץ רפאים
5|3|14|ויאיר בר מנשה נסב ית כל תחום ריגובה עד תחום גישוראה ומכעתאה וקרא יתון על שמה ית בתנין חות יאיר עד יומה הדן|ויאיר בן מנשה לקח את כל חבל הארגב עד גבול הגישורי והמכעתי ויקרא אתם על שמו את הבשן חות יאיר עד היום הזה
5|3|15|ולמכיר יהבת ית גלעדאה|ולמכיר נתתי את הגלעד
5|3|16|ולראובנאה ולגדאה יהבת מן גלעדאה ועד נחל ארנן ממצית נחלה ותחום עד יבק נחלה תחום בני עמון|ולראובני ולגדי נתתי מן הגלעד ועד נחל ארנן תוך הנחל וגבול עד יבק הנחל גבול בני עמון
5|3|17|ובקעתה וירדנה ותחום מגנסר ועד ים בקעתה ים מלחה תחת עקלת סכיתה מדנחה|והערבה והירדנה וגבול מכנרת ועד ים הערבה ים המלח תחת אשדות הפסגה מזרחה
5|3|18|ופקדת יתכון בזבנתה ההיא למימר יהוה אלהכון יהב לכון ית ארעה הדן למירתנה מזונים תעברון לקדם אחיכון ברי ישראל כל בני חיל|ואצוה אתכם בעת ההיא לאמר יהוה אלהיכם נתן לכם את הארץ הזאת לרשתה חלוצים תעברו לפני אחיכם בני ישראל כל בני חיל
5|3|19|לוד טפלכון ונשיכון וקניאניכון חכמת הלא קניאן סגי לכון ידורון בקריאתכון דיהבת לכון|רק טפכם ונשיכם ומקניכם ידעתי כי מקנה רב לכם ישבו בעריכם אשר נתתי לכם
5|3|20|עד דינח יהוה לאחיכון כבתכון ויירתון אף אנון ית ארעה דיהוה אלהכון יהב להון בעבר ירדנה ותעזרון גבר לירתתה דיהבת לכון|עד אשר יניח יהוה לאחיכם ככם ויירשו גם הם את הארץ אשר יהוה אלהיכם נתן להם בעבר הירדן ושבתם איש לירשתו אשר נתתי לכם
5|3|21|וית יהושע פקדת בזבנתה ההיא למימר עיניך חזיאתה ית דעבד יהוה לתרי מלכיה אהלין כן יעבד יהוה לכל ממלכואתה דאתה עבר לתמן|ואת יהושע צויתי בעת ההיא לאמר עיניך הראות את אשר עשה יהוה לשני המלכים האלה כן יעשה יהוה לכל הממלכות אשר אתה עבר שמה
5|3|22|לא תדחלונון הלא יהוה אלהכון הוא דמגחי לכון|לא תיראם כי יהוה אלהיכם הוא הנלחם לכם
5|3|23|ואתחננת ליהוה בזבנתה ההיא למימר|ואתחננה אל יהוה בעת ההיא לאמר
5|3|24|מרי יהוה אתה שרית למחזאה ית עבדך ית רביאנך וית אדך תקיפתה דמן אלה בשומיה ובארעה דיעבד כעובדיך וכגבורתך|אדני יהוה אתה החלת להראות את עבדך את גדלך ואת ידך החזקה אשר מי אל בשמים ובארץ אשר יעשה כמעשיך וכגבורתיך
5|3|25|אעבר שבי ואחזי ית ארעה טבתה דבעבר ירדנה טורה טבה הדן ולבנונה|אעבר נא ואראה את הארץ הטובה אשר בעבר הירדן ההר הטוב הזה והלבנון
5|3|26|ואתרגז יהוה בי לבדילכון ולא שמע לי ואמר יהוה לי סגי לך אל תוזף ממלל עמי עוד בממללה הדן|ויתעבר יהוה בי למענכם ולא שמע אלי ויאמר יהוה אלי רב לך אל תוסף דבר אלי עוד בדבר הזה
5|3|27|סק לריש סכיתה ותלי עיניך מערבה וצפונה ודרומה ומדנחה וחזי בעיניך הלא לא תעבר ית ירדנה הדן|עלה אל ראש הפסגה ושא עיניך ימה וצפונה ותימנה ומזרחה וראה בעיניך כי לא תעבר את הירדן הזה
5|3|28|ופקד ית יהושע ותקפה ועילה הלא הוא יעבר לקדם עמה הדן והוא יסחן יתון ית ארעה דתחזי|וצוי את יהושע וחזקהו ואמצהו כי הוא יעבר לפני העם הזה והוא ינחל אתם את הארץ אשר תראה
5|3|29|ודערנן בגיא קבל בית פעור|ונשב בגיא מול בית פעור
5|4|1|וכדו ישראל שמע לגזריה ולדיניה דאנה מלף יתכון למעבד לבדיל תתחון ותיעלון ותירתון ית ארעה דיהוה אלהי אבאתכון יהב לכון|ועתה ישראל שמע אל החקים ואל המשפטים אשר אנכי מלמד אתכם לעשות למען תחיון ובאתם וירשתם את הארץ אשר יהוה אלהי אבתיכם נתן לכם
5|4|2|לא תוזפון על ממללה דאנכי מפקד יתכון יומן ולא תבצרון מנה למטר ית פקודי יהוה אלהכון דאנכי מפקד יתכון|לא תוסיפו על הדבר אשר אנכי מצוה אתכם היום ולא תגרעו ממנו לשמר את מצות יהוה אלהיכם אשר אנכי מצוה אתכם
5|4|3|עיניכון חזיאתי ית דעבד יהוה בבעל פעור הלא כל גברה דאזל בתר בעל פעור שוציה יהוה אלהך מבגבך|עיניכם הראות את אשר עשה יהוה בבעל פעור כי כל האיש אשר הלך אחרי בעל פעור השמידו יהוה אלהיך מקרבך
5|4|4|ואתון דמתקרבים ביהוה אלהכון קעימים כלוכון יומן|ואתם הדביקים ביהוה אלהיכם חיים כלכם היום
5|4|5|חזו אלפת יתכון גזרים ודינים כמד פקדני יהוה אלהי למעבד כן בגו ארעה דאתון עללים לתמן למירתנה|ראו למדתי אתכם חקים ומשפטים כאשר צוני יהוה אלהי לעשות כן בקרב הארץ אשר אתם באים שמה לרשתה
5|4|6|ותטרונון ותעבדונון הלא הי חכמתכון ובוננותכון לעיני עממאי דישמעון ית כל גזריה אהלין ויימרון לוד עם חכים ונעיר גוה רבה הדן|ושמרתם ועשיתם כי היא חכמתכם ובינתכם לעיני העמים אשר ישמעו את כל החקים האלה ואמרו רק עם חכום ונבון הגוי הגדול הזה
5|4|7|הלא מן גוי רב דלה אלהים קריבים לידה כיהוה אלהנן בכל מזעקן לה|כי מי גוי גדול אשר לו אלהים קרובים אליו כיהוה אלהינו בכל קראנו אליו
5|4|8|ומן גוי רב דלה גזרים ודינים קשיטים ככל אורהותה הדה דאנה יהב לקדמיכון יומן|ומי גוי גדול אשר לו חקים ומשפטים צדקים ככל התורה הזאת אשר אנכי נתן לפניכם היום
5|4|9|לוד אשתמר לך וטור נפשך שריר דלא תתנשי ית מליה דחזו עיניך ודלא יסטון מלבך כל יומי חייך ותחכמנון לבניך ולבני בניך|רק השמר לך ושמור נפשך מאד פן תשכח את הדברים אשר ראו עיניך ופן יסורו מלבבך כל ימי חייך והודעתם לבניך ולבני בניך
5|4|10|יומה דקעמת לקדם יהוה אלהך בחורב במימר יהוה לי כנש לי ית עמה ואשמענון ית מלי דיילפון למדחל מני כל יומיה דאנון קעימים על ארעה וית בניון ילפון|יום אשר עמדת לפני יהוה אלהיך בחורב באמר יהוה אלי הקהל לי את העם ואשמיעם את דברי אשר ילמדון ליראה אתי כל הימים אשר הם חיים על האדמה ואת בניהם ילמדון
5|4|11|וקרבתון וקעמתון שפול טורה וטורה יקד בנור עד לב שומיה חשך ענן וערפל|ותקרבון ותעמדון תחת ההר וההר בער באש עד לבב השמים חשך ענן וערפל
5|4|12|ומלל יהוה עמכון מבגו אשתה קל מלים אתון שמעים ודמו ליתכון חזים בלוד קל|וידבר יהוה אליכם מתוך האש קול דברים אתם שמעים ותמונה אינכם ראים זולתי קול
5|4|13|וחבה לוכון ית קיאמה דפקד יתכון למעבד עסרתי מליה וכתבון על תרי לוחי אבניה|ויגד לכם את בריתו אשר צוה אתכם לעשות עשרת הדברים ויכתבם על שני לוחת אבנים
